text_akhir,label
aplikasinya bagus pakai seabank aktif deposito simpan transfer gila makan penyimpanan banget giga mbank ku mban kayak apk game hapuskan,negative
maaf turunin starnya nasabah seabank uwang masuk transaksi masukartinya aktip seabank mengundang temantapi mengajukan pinjaman tolak ya maaf seabank pinjamu bayar app shopee kecewa sayamakanya malas simpan uwang seabank,negative
semenjak nomor daftar ditelepon pinjol otak benerbener garagara aplikasi sa telpon pinjol mikir ngerusak citra perusahaan orangorang beralih memilih aplikasi aman,negative
kasih bintang pelayanan ya cs jawabannya tamplate uang orang tertahan menunggu kerja seabank sejelek beda spay pelayanannya mudah cepat kesalahan customer uang cepat kecewa seabank,positive
membantu mudah fitur tarik tunai gratis transfer gratis minimal saldo memudahkan pengin rekening ribet ya 😊,positive
keren senang pakai seabank aman amanah terpercaya membantu banget gratis ya kirim bank terimakasih seabank sukses menjaga keamanan sistem ya best seabank,positive
mengunapkan sea bank aman lancar sayangkan kartu debit bank lainnyaayolah adakan kartu debit biar nasabahnya mudah bertransaksi atm semangat nabung tunggu kartu debit ya,positive
kecewa banget seabank akun buka pemblokiran beralasan kebijakan ojk didalam web ojk membenarkan pemblokiran akses akun,positive
senang mudha bertransaksi saldo rekening biaya pengiriman gratsi good job 👍 senang memakai aplikasi sea bank menabung nominalnya bertambah like sea bank sukses beda bank suka bertransaksi sea bank dompet digital mbanking mudah praktis hemat😉🤗👍✨👏,positive
kemana komplain kendala akun buka login nomor terdaftar masuknya akun saldo rekening,positive
aplikasinya bagus top akun saldo ya akun terblokir tolong dibantu,positive
apinya lumayan enak keamanan ketat permasalah suka bug transaksi nth apanya dev pesan dikembangkan kinerja ya penguna enak mengunakannya,positive
parah banget kinerja buruk login pencet sandi ya tertulis bunganya turun habis saldo pindah,negative
mantap pokoknya bankmudah dipakaiga ribet enak sekarangfitur gratisnya banget limitnyaga ngambil hak nasabahudah digital pokoknya modern banget deh tau kayak berterima kasih munculnya seabank 🙏🏼🔥🤩🤩🤩,negative
asli bagus banget puascepattepat amanpoknya amanah deebetah banget pakai seabank ribet dimana sajasea bank hati🫰,positive
memudahkan tf cepat pengguna seabank membutuhkan biaya admin apk worthit banget menabung uang simpan bertambah persen uang tabung,positive
kemarin transfer teman saldo saldo berkurang lapor cs cs ya merespon sayangkan pelayaannya sesuai review sliwuran sosmed🤬,positive
ya seabank keluarkan fitur barcode scan barcode seabank seabank disuruh coba coba tolong fitur,positive
direkomendasikan cs ya akun bermasalah tindak lanjuti muter asli mending bank top jijik gua cs tolol ya bilang dokumen dikirim dokumen kali mengirim dokumen via expedisi mengeluarkan uang mulu gara cs tolol pakai seabank najis cuehhh,negative
cs menolak telfon nasabah kendala contohnya saldo seabank terpotong saldo rekening bank bni bertambah kepastian seabank cs ya,positive
akun login verifikasi wajah menunggu mohon perbaikan ya admin seabank terhormatsaya menelpon costumer service seabank akun n login,positive
member pengguna seabank kecewa fitur seabank pinjam akun transaksi kecewa perlakuan fitur seabank pinjam akun,positive
salah hapus aplikasi install ulang transfer uang disemua pembayaran keterangan transfer gagal layanan tersedia mohon hubungi customer service bantuan akun bekukan menghubungi cs anggota cs tersedia gangguan,negative
sea bank menyusah dibuka verifikasi ktp hebatnya disuruh nlpon nmor telepon kantor menyulitkan pengguna verifikasi sea bank dibuka disuruh verifikasi ktp data terdaftar aneh nomor memakai sea bank nomor tolong sea bank bertanggung diperbaiki sistem pengajuan kehilangan akun nomor telpon wa,negative
tolong login mudah cepat coba login pakai shopee telpon rada tolong login gmail wa biar mudah responnya mohon cepat khusus ya server indonesia,positive
kak tolong akun seabank ku dibuka update koneksi stabil password pas dibuka suruh verifikasi ktp diisi daftar kak,positive
mohon mengadakan fitur verifikasi wajah kamera kamera rusak mendaftar bintang diadakan fitur layanan seabank orang situasi,positive
seabank apk ya bagus fitur ya gampang cuman mengasih saran ewallet ya ditambah paypal menerima transferan negeri bagus,positive
diakun setor tunai indomaret kode muncul kode melewati batas keterangan ya muncul kode,negative
seabank akun blokir rekening toko buruk pelayanan deh pakai aplikasi,negative
pakai seabank teman uang hilang juta chat customer sebank bukanya bantu mengasih pernyataan bolak ujungnya aplikasi bertanggung uang segitu ya juta bayar kuliah kembalinya makan sehari eh hilang seabank tanggung customer ya hati ya teman,positive
kecewadisaat urgen byr pakai qris tiba² masuk loading keterangan pemeliharaan sistem aneh pemeliharaan sistem soreseharusnya pemeliharaan sistem malam sore,negative
dipersulit login akun bilang hp hilang berserta kartunya lupa password seabank ktp nomor hp pakai seabank bantuan layanan membantu nanya² muak survey tolong kebijakannya akun,negative
sok far bagus sih nemu kurangnya tf ya gratis bank kedepannya ditambah aktifin sidik jari login orang transaksi,positive
tolong pemotongan pembayaran konfirmasi dulumemaren pembayaran googleplay tau belanja manadan konfirmasi nyatolong perbaiki lagiterimakasih,positive
mempermudah pembayaran shopee shopeepay sih lumayan transfer mana² gratis kali perbulan tuh another level mengurangi admin²,positive
mantap saran berkenan fitur kartu jaman nfc opsi tarik setor tunai bebas biaya biaya maksimal rupiah fitur blockchain bnb chain near protocol murah sistem perbankan,positive
perbanyak kouta gratis topupnya aplikasi problem semoga kedepannya sukses seabank mencetak kartu,negative
terobosan bagus aplikasi bank online mudah aman penggunanya sea bank keren,negative
kirim kode terkirim pencet kirim ulang nomornya pas kesalahan,negative
akun login catatan koneksi data normal mohon seabank membantu memperbaiki,negative
penipubuka rekening saldo juta saldo rbdi email berkali kaligiliran bukasyarat ketentuan dana mengedap terpenuhikalo jujur keberatan lu pakaitapi murni tipu dangan bahasa marketing ambigugimana trust ginisampah kae dpr,positive
tolong tambahkan tarik tunai indomaret indomaret tarik tunai bikin aplikasi sebelah brilink,positive
pakai seabank enak tarik tunai indomaret biaya adminnya kali tarik tunai kna biaya admin ya,positive
aplikasi ya bagus sesuai iklannyakatanya daftar langsung bonus ribusampai,positive
sih seabank kirim uang uangnya masuk jam ribu komplain email tlfn dll disuruh menunggu menunggu kecewa seabank hati hati jaminan keamanan ya sih besok pakai seabank,negative
bagus banget trf kemanapun free biaya admin mutasi mbanking ya mudah pahami next diperbaiki gangguan kirim dna kadang urgent gangguan sok far sea bank always good ✨,positive
keren semoga aplikasi ya ringan lemot berat tingkatkan pengguna nyaman aman,positive
tibatiba dibuka terblokir cek mutasi rekeningnya aneh buka blokirnya ribet duitnya didalam bayar sekolah ramah,negative
lupa mematikan langganan aplikasi otomatis terbayar sistem menghubungi customer service saldo sepenuhnya rekening cepat tanggap👍,negative
aplikasi seabank bagus bagus transaksi diprint bukti transfer top ewalletmoga kedepan adakan nih,negative
buruk aplikasi ya uang ambil blokir alasan ganti nomor blokir mengomong ya jam buka jam buka penipuan,negative
costumer service ya diandalkan membantu panggilan diabaikan kemudahan akun dibatasi diperbaiki akun diblokir,positive
aplikasi bank bagus notifikasi transaksi uang masuk biar lihat uang masuk rekening,negative
ribet login pakai ktp kayak ribet loh pakai password diluar masuk sea bank gabawa ktp benaran ribet banget diperbaiki tolong,negative
aman aman saldo kepotong transaksi transfer kenali seharian buka seabank pas pesan shopeefood bayar seabank instan keterangan saldo mencukupi langsung cek benaran saldo kepotong jujur kecewa banget,positive
mencoba apk mohon maaf sedetail ya kalaw pakai apk ribet mencurigakan nama kandung cantumin kayak apk warisan ajj😤😤😤 prosedur bikin ngeri dach daftar kepo lengkap trimakasiih,negative
kecewa pengguna bngtdan transaksi perbulan jutatpi dana pinjaman semoga fitur dana pinjaman,positive
kecewa hadiah acak online live kesannya orang orang elit dunia perbankan indonesia hadiah undian nyata merubah nasib kaum,negative
seabank terpotong otomatis pembayaran akun langganan shopeepay sinkronkan akun pembayaran pembayaran dana shopeepay terpotong seabank langsung notif ditolak perpanjang langganan pembayaran otomatis terpotong disana lihat pembayaran shopeepay tolong bantu pengembalian dana terima kasih,positive
bank digital bermanfaat sehari transfer topup gratis nabung bunga harian belanja gabung shopee pokoknya one,positive
asyik sih nabung enaknya giliran pas setor tunai indmart kota kecilku kasir mitra bilang limid kak kudu bank offlinest transferin seabanknd ngandelin bank digitalstnd doang susahhh 😭,positive
kendala login layanan costumer service buruk susah dihubungi solusi dipersulit aplikasi buruk,negative
kasih bintang sajakarena menggunakannyatetapi apk login bisapadahal saldo rbbagaimana solusinya,positive
ya berharap apk seabnk menyediakn instrumen pembelian saham berfokus deposito,positive
sih bagus memudahkan transaksi moga berubah bunga disesuaikan saldo,positive
penggunaan ya gampang cepat fiturfitur ya simple mudah pahami gratis terimakasih sea bank 🙏,positive
pakai seabank rilis shoope senang dilain transaksi gratis admin bunga harii semoga terjaga keamanannya,positive
nice apk syangnya memakai aplikasi menu seabank pinjamnya,positive
disayangkan ktp buram terbacadan daftar bikin akuncoba perbaiki,negative
saran sih ya selesai transfer pemberitahuannya dana bank riwayat sukses ya biar enak,positive
pembayaran telat minjam ditangguhkan elaaah minus banget aplikasi seabank,negative
ragu dicoba membantu bertransaksi rekomented banget seller pembeli terima kasih semoga sukses,positive
bismillah sih aplikasi seabank bagus bermanfaat maaf mengisi saldo seabank ya saldokan ya maaf🙏🙏🙏,positive
dear seabank dana masuk rekening kali jam status transaksi transfer berhasil masuk rekening,positive
alhamdulillah masyaallah aman semoga ditingkatkan senang amanah memakai aplikasi seabank membantu transfer uang kemana terimakasih seabank sukses amanah aman nasabah ya maju,positive
apk bagus cs ya gercep pelayanany pengaduan bantu pitur ya gampang cerna semoga kdepany memuaskan pengguan ya kak,positive
kak tolong beli pln saldo terpotong notif pembeyaran terima menerima produk ya token ya kak solusi ya balikin saldo,positive
masuk sms kode verifikasi dikirim seabank ulangi kirim hasilnya login,negative
aplikasi nih daftar menunggu kode verfikasi masuk masuk daftar ulang hubungi cs ya seabank solusi nomor nik ktp habis hilang kabar ah aplikasi buruk membantu,negative
login hp sidik jari masuk membuka rekeningtidak melanjutkan buka terputus mohon solusi nya🙏🏻,negative
enak pakainya lancar dipakai bayar qris masuk marchant diprosesnya banget tanggal kejelasan😩,negative
bagus menyimpan uang aman nya🔐 kendala sedikitpun biarlah bintang berbicara 😇,negative
mengunakan seabank mempermudah transaksi keuangandengan biaya gratis potongan admin keuntungan saldo,positive
kasih ya ya pakaimudahan konsisten sistem nyaamanah amansukses,positive
pakai membantu bintang pemakaian barulah naikkan bintang semoga seabank membantu kelanjaran pemakaian,positive
jelek suruh teman pakai pas daftar kode otp nya jaringan coba malam pas sinyal kuat,negative
aplikasi bagus bebas iklan fitur fiturnya membantu bermanfaat trmksh 🙏,negative
seabank jam menampullan gambar jam tawaran buka rekening masuk akun,negative
aplikasi mudah lancar kuoto tf gratis transfer beda bank dilengkapi fasilitas ppob e walet semoga aplikasi lancar kendala kedepannya inovasi,positive
bagus gratis transfer pembayaran murahkan biaya ya,positive
suka seabank praktis tampa biaya cepat membantu urusan amanah,positive
kali nabung bank bunga simpanan bank saldo dipotong semoga seabank jaya bermanfaat masyarakat luas,positive
aplikasi mengecewakan pinjaman ditolak nasabah aktif aplikasinya uninstall biar fokus bank digital 🙏,negative
seringkali login kuota kota susah 😡,negative
aplikasi isinya error ngapa mengapai aktivitas blokir astaga saldo semuaa pliss min dikit sikit eror mencari uang susah nyimpennya astaga,negative
jujur tertarik download aplikasi sea bank promonya masuk sms bilang berpeluang promo seabank aplikasitapi tau promonya,negative
transaksi dipermudah cepat delay terpenting transfer gratis bank kali wow,positive
lumayan bagus seabank kendala kendala mudah mudahan,positive
membantu gampang pakai ribet bebas admin terbaik seabank sukses,positive
terimakasih ya seabank transaksi muda promo ya langsung masuk sopy terimakasih semoga sukses,positive
transaksi mudah cepat murah belanja shopee,positive
aplikasi seabank membantu mengelola keuangan seharihari fitur tabungan transfernya mudah cepat transparan berharap depannya akses fitur seabank pinjam bermanfaat mendukung kebutuhan usaha keuangan semoga seabank berkembang pelayanan terbaik nasabah setia saya☺️🙏,positive
sumpah seabank terbaik menabung deposito transfer bayar tagihan dll mudah cepat berguna kaum rebahan mager rumah,positive
aplikasi ya mantap saldo rekening bertambah bunga skala aplikasi bermanfaat transaksi dll🥰,positive
